atk_soft_attack,atk_hard_attack,atk_breakthrough,atk_org,atk_armor,atk_hardness,atk_supply,def_defense,def_soft_attack,def_hard_attack,def_org,def_piercing,def_entrenchment,def_supply,terrain_mod,fort_level,cas_support,victory
99,26,350,66,2,0.36,0.88,460,319,162,63,31,14,0.36,0.8,0,0,1
418,301,190,50,64,0.95,0.41,533,515,181,31,48,13,0.36,0.6,0,1,1
146,329,445,40,38,0.4,0.46,930,490,111,47,18,3,0.86,0.6,0,0,0
333,176,328,45,100,0.58,0.63,167,439,217,78,108,12,0.94,1.0,0,1,0
583,325,322,51,119,0.2,0.91,548,198,236,39,31,15,0.74,1.0,0,0,1
245,166,461,72,36,0.55,0.31,936,161,226,62,106,5,0.75,0.4,0,1,0
305,218,304,59,65,0.1,0.73,434,279,252,43,39,0,0.59,0.4,3,0,1
166,244,126,49,100,0.01,0.97,702,284,79,72,110,3,0.49,0.4,0,0,0
418,73,249,56,3,0.42,0.38,664,68,242,42,110,19,0.92,1.0,10,0,0
195,146,407,69,10,0.49,0.52,904,429,203,74,93,2,0.63,0.6,5,1,0
519,93,406,63,54,0.73,0.83,505,117,167,79,62,17,0.8,1.0,5,0,1
233,25,214,52,76,0.08,0.67,690,242,48,63,50,19,0.7,1.0,0,0,0
156,279,201,60,48,0.11,0.39,442,287,12,42,42,17,0.55,0.6,0,1,0
330,69,328,62,113,0.35,0.87,530,526,21,41,26,6,0.76,0.9,0,1,1
776,99,489,70,71,0.67,0.44,510,397,275,30,3,20,0.51,1.0,3,0,1
90,324,67,33,53,0.46,0.77,627,296,124,48,45,8,0.92,1.0,5,0,0
285,321,234,67,23,0.68,0.94,406,204,138,38,101,5,0.49,1.0,0,1,1
740,265,223,45,94,0.79,0.62,785,81,70,39,86,18,0.46,1.0,5,1,1
159,247,142,51,12,0.63,0.71,487,258,184,66,96,3,0.92,0.4,3,1,0
288,337,324,43,58,0.31,0.42,451,48,47,31,42,20,0.5,1.0,0,0,1
97,292,221,30,28,0.95,0.62,886,294,70,41,54,2,0.92,0.6,5,0,0
179,239,87,75,118,0.26,0.99,548,337,107,65,14,5,0.85,0.6,0,0,0
675,358,33,80,86,0.46,0.64,141,349,39,54,82,4,0.47,0.9,5,0,1
177,390,237,37,52,0.95,0.54,131,272,186,38,114,11,0.5,0.6,0,1,1
246,248,83,66,42,0.95,0.81,501,583,65,60,32,3,0.72,0.8,0,1,1
766,345,155,70,15,0.97,0.82,776,436,226,46,103,9,0.52,0.6,0,1,1
618,335,70,43,44,0.55,0.88,890,594,300,32,114,23,0.32,0.8,0,0,0
786,18,351,48,10,0.05,0.61,865,203,216,47,29,8,0.6,0.8,0,0,1
249,381,321,43,12,0.28,0.92,601,74,62,66,30,1,0.83,1.0,0,1,1
93,340,392,62,93,0.45,0.79,673,515,90,38,84,24,0.44,0.8,1,1,1
522,177,426,41,40,0.97,0.74,221,584,152,36,104,16,0.73,0.6,10,0,0
637,183,180,72,62,0.38,0.57,821,352,241,39,84,12,0.96,0.9,0,1,1
78,370,329,80,94,0.81,0.57,248,491,41,65,57,17,0.35,0.4,0,0,1
491,262,98,73,113,0.12,0.38,130,87,296,55,102,15,0.79,0.8,0,0,1
686,127,175,61,105,0.45,0.51,226,209,251,38,25,20,0.9,0.9,0,1,1
654,316,432,56,66,0.57,0.44,579,147,136,57,1,14,0.77,0.9,0,1,1
723,109,474,63,36,0.32,0.88,109,295,74,76,93,5,0.51,1.0,5,0,1
729,234,146,35,9,0.93,0.51,656,568,259,58,21,24,0.96,1.0,1,1,0
643,145,170,78,19,0.48,0.49,258,213,280,31,56,13,0.54,1.0,2,0,1
280,52,275,68,118,0.76,0.37,498,315,231,61,90,10,0.56,1.0,1,0,1
344,390,284,76,110,0.42,0.62,424,111,169,76,29,1,0.34,1.0,2,1,1
220,180,472,79,75,0.2,0.47,648,233,59,31,97,17,0.97,0.6,1,1,1
476,208,168,39,110,0.97,0.79,774,567,115,76,109,3,0.6,0.4,0,0,0
783,370,122,64,9,0.79,0.87,387,165,210,46,9,14,0.76,0.8,3,0,1
452,327,204,48,55,0.91,0.85,201,552,10,80,66,17,0.62,0.9,0,0,0
59,151,392,51,52,0.87,0.53,523,290,119,72,13,8,0.6,0.8,0,1,0
789,240,227,30,73,0.96,0.88,513,544,62,79,100,20,0.99,1.0,0,0,0
315,89,493,74,72,0.96,0.34,142,134,262,76,53,20,0.7,0.6,10,0,0
646,386,357,53,83,0.94,0.9,764,500,46,53,120,16,0.68,0.8,0,0,1
291,162,62,45,2,0.13,0.9,749,342,183,48,115,14,0.78,0.6,5,1,0
677,134,131,46,28,0.22,0.99,402,193,295,53,108,14,0.53,0.6,0,0,1
365,139,426,33,34,0.7,0.55,691,205,251,77,62,8,0.7,0.8,5,0,0
280,375,100,46,86,0.07,0.58,815,187,209,37,27,19,0.44,0.8,0,0,0
200,157,339,34,13,0.31,0.35,351,72,30,56,59,0,0.5,0.4,3,0,0
623,146,260,37,17,0.28,0.83,537,404,45,38,40,13,0.78,0.9,0,0,1
181,243,329,50,59,0.72,0.79,103,479,39,61,27,10,0.86,0.6,1,1,1
277,395,117,61,65,0.81,0.76,738,399,145,55,91,20,0.8,0.4,0,0,0
698,94,247,63,53,0.32,0.86,711,171,63,60,49,6,0.93,0.4,3,0,1
580,42,265,80,88,0.67,0.98,658,222,210,34,69,23,0.42,0.6,10,1,1
65,156,418,44,36,0.92,0.83,725,171,265,49,74,16,0.39,0.9,3,0,0
527,147,461,40,37,0.53,0.33,928,207,15,39,40,10,0.75,1.0,0,0,1
764,159,107,41,51,0.57,0.52,303,59,35,47,56,2,0.68,0.6,10,1,0
151,283,167,73,54,0.19,0.32,765,236,141,67,19,3,0.94,0.4,3,1,0
644,371,287,61,28,0.49,0.68,530,246,271,60,65,11,0.44,0.6,0,1,1
750,378,260,73,15,0.71,0.56,245,104,118,62,113,19,0.67,1.0,5,0,1
786,321,383,39,68,0.16,0.99,707,566,46,62,89,14,0.62,0.6,0,0,0
719,395,129,70,12,0.29,0.56,183,428,276,58,96,15,0.41,1.0,5,0,1
658,53,349,80,77,0.29,0.51,478,382,18,39,85,23,0.59,1.0,5,0,1
290,270,132,55,16,0.75,0.64,129,214,29,55,9,6,0.62,0.6,10,0,0
487,233,265,55,98,0.26,0.44,326,63,24,55,90,7,0.46,0.8,0,0,1
743,12,296,53,24,0.36,0.34,424,166,212,71,28,9,0.98,0.9,10,0,0
721,302,68,42,83,0.42,0.86,238,134,115,62,111,18,0.63,1.0,1,0,1
528,186,94,49,100,0.71,0.97,824,191,157,39,42,16,0.72,1.0,0,0,1
396,82,387,31,4,0.32,0.9,799,361,221,55,108,22,0.32,0.8,5,1,0
251,202,100,36,35,0.64,0.61,690,72,136,48,113,9,0.66,0.4,2,0,0
454,131,115,53,106,0.55,0.41,370,354,231,77,117,16,0.7,0.8,0,1,0
598,137,298,69,80,0.9,0.78,807,576,258,64,26,12,0.59,0.4,5,1,0
681,165,125,72,10,0.29,0.4,737,558,244,41,77,23,0.89,1.0,5,1,0
447,133,472,43,29,0.89,0.67,118,86,39,59,35,25,0.96,1.0,1,0,1
393,141,228,35,101,0.42,0.69,798,585,284,67,22,22,0.52,0.6,10,1,0
198,22,311,79,118,0.24,0.78,808,475,287,73,44,14,0.99,0.4,5,0,0
522,66,131,69,34,0.55,0.74,575,274,11,62,14,5,0.56,0.9,0,0,1
704,110,155,36,13,0.9,0.76,301,553,251,34,111,22,0.5,0.6,5,0,0
775,200,387,40,95,0.46,0.64,110,252,52,54,58,6,0.67,0.4,0,0,1
335,229,103,59,17,0.21,0.75,612,417,236,61,42,21,0.58,0.4,5,0,0
471,157,425,57,72,0.34,0.68,724,470,18,55,17,24,0.4,0.4,1,0,1
558,280,263,70,68,0.84,0.91,380,147,133,71,56,23,0.77,1.0,1,0,1
195,373,193,33,29,0.81,0.75,365,59,247,34,78,7,0.83,0.8,0,0,1
136,249,387,39,97,0.39,0.59,333,471,271,43,3,23,0.91,0.4,2,0,0
198,33,133,54,31,0.18,0.55,158,239,177,32,27,9,0.36,0.9,0,1,1
665,207,75,44,15,0.97,0.93,892,61,78,55,42,16,0.83,0.4,2,1,0
112,268,158,52,26,0.44,0.97,322,504,14,31,41,7,0.67,0.6,0,1,1
292,106,496,65,96,0.92,0.33,317,351,122,43,13,4,0.4,0.9,10,1,1
153,320,201,38,5,0.28,0.94,499,412,73,30,9,15,0.91,0.8,2,1,0
519,301,156,48,52,0.51,0.87,602,189,197,31,15,8,0.58,1.0,2,0,1
59,261,413,36,75,0.07,0.81,861,185,107,31,49,22,0.68,0.6,1,0,0
768,153,166,72,110,0.92,0.43,531,429,206,44,60,5,0.49,0.9,2,0,1
495,35,500,52,83,0.23,0.97,558,304,265,64,4,18,0.67,0.6,0,0,1
475,359,228,31,75,0.86,0.72,527,280,129,48,106,17,0.51,0.6,2,0,0
743,128,64,42,109,0.08,0.46,334,383,152,61,109,18,0.91,0.4,0,1,0
303,361,329,71,76,0.07,0.72,913,512,12,36,45,21,0.62,0.6,0,1,1
618,66,167,63,43,0.95,0.61,352,306,248,75,16,6,0.67,0.4,5,1,0
69,276,351,34,64,0.91,0.38,762,257,32,39,38,14,0.82,0.8,5,1,0
464,118,421,44,83,0.53,0.4,740,555,182,30,96,1,0.92,0.8,5,1,0
230,129,208,32,10,0.05,0.73,492,468,145,55,102,24,0.85,0.6,0,0,0
228,59,396,66,110,0.83,0.74,356,308,292,68,111,23,0.94,1.0,3,0,0
299,282,130,58,76,0.06,0.8,864,199,285,39,41,9,0.7,1.0,1,0,1
419,261,118,47,44,0.44,0.65,327,510,109,43,50,10,0.7,1.0,1,0,1
750,141,344,47,51,0.84,0.93,795,126,20,60,12,22,0.51,1.0,5,0,1
103,124,298,49,46,0.29,0.97,236,135,198,53,40,6,0.95,0.9,10,0,0
249,202,440,42,7,0.87,0.88,149,429,28,49,16,3,0.53,0.6,0,0,1
639,124,290,80,65,0.49,0.46,799,572,127,31,39,18,0.76,0.6,10,0,0
710,381,421,59,34,0.24,0.87,903,534,59,67,64,7,0.55,1.0,0,1,1
379,279,413,61,21,0.73,0.44,301,548,172,64,94,18,0.89,1.0,5,1,0
260,70,293,43,61,0.34,0.55,242,238,173,49,28,14,0.37,0.6,5,0,1
355,368,153,66,3,0.52,0.72,314,336,139,67,100,1,0.43,0.9,10,1,0
768,81,388,56,86,0.39,0.59,761,406,30,36,23,0,0.62,1.0,0,1,1
321,232,459,80,28,0.56,0.62,566,283,68,33,62,25,0.42,0.4,1,0,1
591,339,468,66,22,0.1,0.49,576,510,106,51,19,16,0.85,0.6,3,0,0
302,302,196,53,110,0.95,0.36,597,477,147,74,118,11,0.82,0.6,10,0,0
681,162,86,72,85,0.73,0.79,789,294,72,54,33,22,0.7,0.4,10,0,0
259,371,435,61,59,0.51,0.93,467,215,269,45,50,21,0.66,0.9,0,0,1
265,279,172,48,57,0.88,0.57,250,274,177,60,82,20,0.54,0.4,3,0,0
517,195,264,37,3,0.81,0.77,520,470,58,80,59,25,0.61,0.6,0,0,0
107,29,287,50,98,0.96,0.63,456,353,272,38,13,24,0.84,0.4,1,0,0
167,314,89,67,57,0.99,0.71,510,351,218,58,109,15,0.45,1.0,5,0,0
180,95,47,60,116,0.48,0.37,934,378,191,77,79,0,0.63,0.8,2,1,0
364,50,78,63,82,0.52,0.35,950,358,296,44,110,21,0.58,1.0,3,0,0
317,299,72,55,3,0.18,0.72,274,588,161,60,79,3,0.3,0.8,0,0,0
599,117,112,44,30,0.07,0.43,131,422,265,36,35,9,0.32,0.9,0,0,1
674,106,100,78,21,0.63,0.35,171,187,169,74,36,24,0.42,0.8,0,1,1
702,133,439,32,94,0.23,0.67,653,134,249,61,93,16,0.97,0.8,3,0,0
408,66,289,57,56,0.49,0.82,720,215,71,44,59,21,0.63,0.8,0,0,1
680,307,344,50,19,0.2,0.81,827,478,279,51,76,19,0.84,0.8,1,0,0
675,352,122,40,118,0.32,0.87,890,51,145,55,72,16,0.49,1.0,2,1,1
312,240,48,79,111,0.19,0.37,719,230,207,67,105,9,0.46,0.4,3,0,0
445,74,457,77,68,0.48,0.9,321,114,266,57,88,24,0.81,0.4,5,0,1
795,286,447,40,80,0.28,0.47,400,359,115,71,6,25,0.64,1.0,10,0,0
626,288,331,70,99,0.16,0.8,425,178,45,74,52,4,0.86,0.8,1,0,1
605,252,296,62,95,0.14,0.46,412,66,25,59,14,10,0.63,1.0,5,1,1
221,324,436,35,69,0.82,0.31,948,324,20,79,1,22,0.48,0.4,3,0,0
504,27,127,77,90,0.73,0.32,377,440,215,48,70,15,0.66,0.8,2,0,1
752,368,42,57,106,0.83,0.51,528,444,76,76,20,4,0.84,0.8,2,1,0
669,71,347,31,91,0.19,0.72,389,66,98,69,97,19,0.57,1.0,10,0,0
138,320,109,39,56,0.88,0.43,253,217,18,32,67,2,0.59,0.8,3,0,0
422,165,413,55,67,0.31,0.95,849,204,235,40,1,2,0.81,0.4,0,1,1
441,317,263,30,94,0.54,0.56,825,529,167,60,11,16,0.68,1.0,5,0,0
687,59,93,42,5,0.55,0.64,447,501,274,74,80,10,0.94,0.6,0,0,0
281,319,70,62,87,0.43,0.31,222,414,147,32,29,16,0.49,0.8,1,0,1
227,46,194,76,98,0.43,0.34,891,180,225,59,90,13,0.84,0.4,1,0,0
211,26,121,36,61,0.79,0.91,495,558,250,38,65,16,0.61,0.6,5,1,0
394,383,97,74,50,0.35,0.72,827,191,135,68,63,12,0.78,1.0,5,0,0
132,145,427,63,38,0.57,0.84,844,48,132,76,101,16,0.65,1.0,1,0,1
376,64,60,69,76,0.87,0.61,719,152,36,73,57,18,0.53,0.9,2,1,1
438,140,239,46,113,0.81,0.77,352,276,81,59,1,4,0.79,0.8,2,0,1
261,222,65,30,34,0.48,0.88,516,460,264,61,43,5,0.78,0.9,2,0,0
178,350,374,43,114,0.19,0.61,241,258,98,30,16,11,0.73,0.8,3,0,1
244,53,81,40,92,0.9,0.84,894,188,103,52,25,4,0.67,0.6,1,0,0
457,18,418,48,75,0.77,0.97,838,408,172,72,49,5,0.64,0.8,10,0,0
275,329,469,75,99,0.04,0.88,428,66,65,52,66,7,0.3,1.0,1,0,1
331,276,291,56,35,0.5,0.64,222,186,216,39,34,14,0.96,0.8,0,1,1
694,49,157,66,32,0.13,0.68,964,125,166,37,46,10,0.74,0.9,0,1,1
186,312,397,50,64,0.6,0.7,957,305,40,37,17,14,0.56,0.8,2,0,1
104,322,212,62,107,0.87,0.84,418,67,59,33,34,12,0.76,0.8,0,0,1
451,306,406,71,50,0.35,0.87,456,297,273,37,38,7,0.83,1.0,2,1,1
627,337,193,36,41,0.96,0.93,953,426,199,42,15,3,0.78,0.4,1,0,0
314,28,271,41,44,0.16,0.71,892,497,254,58,112,20,0.57,0.4,2,0,0
722,234,104,79,51,0.52,0.93,316,314,259,37,61,0,0.87,0.4,0,0,1
65,131,327,50,87,0.39,0.55,790,212,107,69,64,1,0.81,0.8,10,1,0
320,286,357,47,8,0.21,0.87,595,74,226,35,82,3,0.64,0.9,3,1,1
531,321,309,74,73,0.26,0.67,797,600,115,74,63,19,0.63,0.9,2,0,0
226,261,120,74,56,0.9,0.67,941,115,31,71,78,0,0.49,1.0,5,1,0
502,285,499,73,20,0.2,0.43,590,400,278,55,17,10,0.89,0.4,3,0,0
538,342,473,30,6,0.01,0.33,326,498,95,76,116,11,0.56,0.9,2,1,0
768,210,89,31,73,0.79,0.42,365,160,74,68,67,21,0.62,0.6,5,0,0
188,192,404,30,39,0.8,0.39,236,223,142,66,69,11,0.64,0.8,0,0,0
528,278,111,50,40,0.07,0.87,166,300,109,79,101,2,0.57,1.0,2,1,0
571,336,499,62,120,0.36,0.4,847,547,175,35,89,16,0.67,0.6,0,0,1
728,177,249,42,83,0.99,0.76,636,108,80,30,65,5,0.82,1.0,1,0,1
741,284,85,38,98,0.07,0.43,656,96,279,53,119,24,0.39,0.9,3,0,0
715,180,472,59,77,0.13,0.58,288,176,18,34,50,0,0.39,0.4,1,0,1
472,308,428,38,19,0.26,0.38,785,547,160,35,114,4,0.5,0.8,0,0,1
343,223,76,54,70,0.58,0.43,777,177,248,32,110,2,0.58,0.6,2,1,0
578,229,89,69,62,0.75,0.46,256,571,173,72,32,11,0.63,0.4,0,1,1
547,254,167,73,81,0.94,0.74,105,220,226,74,115,18,0.36,0.9,1,0,1
727,159,475,48,119,0.84,0.5,483,563,53,54,30,18,0.99,0.9,3,0,1
671,310,207,36,8,0.6,0.5,697,52,118,68,54,4,0.9,0.6,5,0,0
247,259,438,55,63,0.09,0.81,784,77,251,36,99,7,0.58,0.8,5,0,1
509,327,343,77,81,0.69,0.37,586,513,252,48,93,19,0.65,0.4,0,0,0
616,381,132,70,77,0.63,0.44,971,109,39,34,116,9,0.59,0.9,0,0,1
606,193,499,53,11,0.25,0.34,568,152,215,44,41,18,0.58,0.8,5,0,1
111,368,489,69,41,0.75,0.87,430,486,111,79,105,6,0.61,0.9,0,0,1
581,76,304,47,23,0.37,0.31,548,476,178,48,9,2,0.67,0.6,3,0,0
361,326,265,30,6,0.75,0.59,259,585,107,53,3,12,0.74,0.6,1,0,0
171,139,474,35,2,0.16,0.73,246,225,281,49,54,10,0.84,0.4,0,0,0
730,95,321,39,4,0.24,0.77,604,116,23,32,80,22,0.59,0.9,5,0,1
56,104,197,55,39,0.68,0.54,238,146,141,47,4,10,0.78,0.6,10,0,0
131,331,482,53,6,0.55,0.9,757,124,61,36,3,5,0.53,0.4,5,0,1
464,323,438,35,65,0.27,0.99,441,51,229,57,23,0,0.75,1.0,0,0,1
540,66,251,72,24,0.91,0.69,726,304,150,41,5,16,0.6,1.0,0,0,1
144,362,435,74,44,0.31,0.83,732,405,28,65,50,6,0.64,0.8,0,0,1
134,240,205,75,87,0.11,0.94,813,54,51,58,16,22,0.79,0.9,1,0,1
86,19,218,37,48,0.15,0.52,936,240,80,56,19,3,0.62,0.8,2,0,0
489,318,484,48,117,0.84,0.42,351,127,251,61,46,3,0.82,1.0,0,0,1
476,312,358,65,94,0.2,0.32,125,518,45,56,95,11,0.85,0.8,2,1,1
552,20,449,42,92,0.72,0.57,524,360,264,61,30,15,0.85,0.8,1,1,1
278,260,498,50,21,0.24,0.3,419,161,63,50,25,4,0.71,1.0,0,1,1
667,289,431,78,29,0.06,0.43,195,452,149,46,17,21,0.96,1.0,5,1,1
456,228,423,55,82,0.61,0.35,612,226,78,72,51,19,0.85,0.9,0,0,1
676,266,77,74,0,0.57,0.34,391,574,173,63,30,10,0.41,1.0,3,0,0
333,332,409,39,112,0.69,0.81,524,314,299,68,94,16,0.65,0.8,0,1,1
508,226,113,37,81,0.64,0.89,181,131,137,39,101,0,0.8,0.4,0,0,1
317,134,492,80,89,0.42,0.92,545,308,148,36,29,5,0.43,1.0,10,0,1
581,138,339,36,42,0.37,0.49,765,314,249,42,39,21,0.55,0.8,0,0,1
625,164,331,58,35,0.52,0.55,469,310,36,75,63,6,0.43,0.9,3,1,1
244,223,58,59,106,0.62,0.41,794,466,29,40,74,15,0.45,0.6,3,1,0
517,388,181,69,22,0.8,0.88,490,66,197,67,50,9,0.45,0.8,1,1,1
528,246,397,35,23,0.04,0.89,796,413,268,61,5,3,0.76,0.4,0,1,0
72,36,468,78,57,0.14,0.92,890,59,14,46,97,2,0.79,0.6,3,0,1
429,178,79,48,36,0.05,0.85,175,82,194,68,14,1,0.64,1.0,0,1,1
542,62,118,58,25,0.65,0.73,640,170,184,73,38,1,0.61,0.4,3,0,0
415,325,355,75,77,0.34,0.88,227,288,37,80,90,11,0.7,1.0,1,1,1
771,119,205,63,8,0.76,0.57,438,339,103,44,10,5,0.76,0.6,5,0,0
129,51,315,45,42,0.95,0.8,276,280,146,35,104,10,0.61,1.0,2,0,1
609,153,162,75,15,0.76,0.41,268,512,34,63,41,9,0.34,0.4,3,0,0
681,313,195,53,50,0.83,0.52,526,429,234,65,63,10,0.66,0.4,5,1,0
200,96,183,52,40,0.48,0.54,904,356,275,73,98,14,0.37,0.4,5,1,0
448,182,168,47,34,0.42,0.6,112,126,119,44,107,22,0.75,0.6,1,0,1
409,130,142,54,98,0.27,0.35,344,228,139,45,60,20,0.88,1.0,0,0,1
267,60,262,48,19,0.26,0.53,243,579,237,62,55,22,0.62,0.8,5,0,0
468,257,150,40,33,0.74,0.86,606,508,240,73,118,21,0.58,0.8,0,1,0
246,140,218,63,53,0.36,0.55,245,219,269,78,62,7,1.0,1.0,0,0,0
140,69,189,67,13,0.16,0.8,821,205,88,60,98,16,0.65,0.8,10,1,0
799,46,446,39,46,0.22,0.42,959,53,171,61,49,11,0.8,1.0,0,1,1
539,340,366,75,105,0.6,0.59,714,259,189,44,7,13,0.74,1.0,2,0,1
129,236,118,53,31,0.46,0.34,621,360,51,54,58,6,0.63,1.0,2,0,0
410,247,336,38,92,0.31,0.91,638,361,65,30,4,1,0.83,0.6,0,0,1
256,262,367,43,71,0.69,0.86,730,98,253,66,60,23,0.77,0.4,0,0,1
609,366,290,80,40,1.0,0.92,161,561,100,37,80,8,0.66,0.9,3,0,1
418,165,477,46,14,0.56,0.95,650,183,18,55,25,0,0.31,1.0,5,0,1
345,229,192,79,38,0.21,0.55,594,580,155,63,108,15,0.83,0.4,0,0,0
657,377,159,50,107,0.63,0.3,490,377,263,39,74,8,0.59,1.0,5,0,0
678,84,252,39,102,0.67,0.79,433,322,243,65,116,4,0.5,0.6,0,0,1
575,266,288,62,94,0.33,0.48,463,226,107,66,113,3,0.34,0.9,10,1,0
359,124,70,48,14,0.78,0.76,630,65,43,31,68,21,0.87,1.0,0,0,1
692,46,300,38,119,0.28,0.66,590,273,167,72,95,5,0.52,0.6,10,0,0
258,271,135,57,33,0.08,0.38,519,290,13,32,46,21,0.76,0.4,0,1,0
424,303,186,71,97,0.46,0.41,668,260,95,55,107,12,0.96,0.9,2,1,0
651,262,116,43,73,0.74,0.78,312,388,149,67,87,4,0.62,1.0,10,0,0
542,310,239,64,40,0.74,0.6,129,516,201,67,89,10,0.44,0.4,3,0,1
111,32,356,70,104,0.18,0.82,127,415,168,52,115,22,0.37,0.8,3,0,1
398,174,390,38,110,0.2,0.59,700,233,10,50,49,19,0.81,0.6,3,0,0
116,301,458,30,18,0.45,0.73,920,543,222,51,67,0,0.8,0.8,0,0,0
70,380,259,43,116,0.23,0.84,286,57,238,50,35,22,0.72,0.4,0,0,1
457,111,103,41,56,0.74,0.31,737,584,244,67,33,6,0.43,0.8,0,0,0
504,91,196,67,29,0.97,0.31,381,454,195,48,9,21,0.34,0.9,0,1,1
357,295,118,62,7,0.73,0.7,654,50,24,33,115,18,0.93,0.9,0,1,1
560,233,309,52,115,0.59,0.73,764,452,74,68,3,0,0.58,0.4,1,0,1
51,87,157,78,27,0.63,0.89,329,430,258,68,61,1,0.3,1.0,0,0,1
486,201,69,61,117,0.62,0.58,312,89,23,49,93,15,0.67,1.0,0,0,1
631,131,441,50,38,0.8,0.86,861,512,115,79,70,12,0.93,1.0,1,0,0
453,85,198,76,42,0.42,0.5,119,450,277,38,80,14,0.41,0.9,3,0,1
669,332,219,47,55,0.78,0.58,448,565,169,57,45,21,0.59,0.4,3,1,0
371,143,36,59,13,0.7,0.81,652,210,221,69,107,12,0.4,0.6,1,0,0
169,62,460,30,66,0.98,0.58,687,235,198,50,109,16,0.83,0.4,0,0,0
542,195,442,65,43,0.2,0.58,787,524,193,76,19,19,0.48,0.6,0,0,0
578,59,356,55,52,0.33,0.93,695,413,233,61,32,18,0.8,0.6,0,0,1
445,159,376,44,1,0.56,0.54,750,480,79,71,117,21,0.72,0.8,0,1,0
623,51,152,57,3,0.71,0.41,139,304,57,30,46,13,0.36,0.9,0,0,1
172,375,405,47,97,0.65,0.42,375,278,122,70,59,24,0.52,0.6,3,0,0
523,127,427,70,7,0.2,0.53,723,267,72,78,61,8,0.66,1.0,10,0,0
334,89,199,30,57,0.76,0.98,545,570,226,53,29,19,0.81,0.6,5,0,0
483,122,136,71,14,0.58,0.76,547,598,198,57,24,25,0.76,0.8,2,1,0
362,137,420,55,13,0.79,0.93,752,44,36,48,53,1,0.37,0.6,3,0,1
667,279,153,51,64,0.58,0.8,577,432,284,42,41,0,0.37,0.9,3,0,1
405,35,387,44,11,0.2,0.86,944,455,273,63,30,0,0.44,0.4,5,1,0
528,142,369,62,109,0.98,0.39,424,62,273,34,19,21,0.57,0.4,3,0,1
473,132,96,32,11,0.29,0.32,232,306,162,63,78,9,0.6,0.6,5,0,0
679,90,45,67,91,0.01,0.56,362,525,20,56,56,5,0.47,1.0,5,1,0
58,78,254,47,16,0.4,0.32,978,582,214,39,15,19,0.44,0.8,0,0,0
372,296,108,79,73,0.35,0.35,217,542,45,52,12,9,0.9,0.4,1,0,1
233,53,356,52,22,0.64,0.4,360,399,216,46,84,14,0.67,0.9,1,1,1
80,65,123,74,9,0.87,0.91,125,502,14,56,70,17,0.54,0.9,1,0,1
344,391,128,46,17,1.0,0.42,628,348,196,58,67,16,0.63,0.4,0,0,0
295,119,419,32,71,0.53,0.92,317,296,83,74,108,8,0.89,0.4,0,0,0
105,288,263,45,111,0.73,0.7,423,242,158,62,18,4,0.64,0.8,0,0,1
651,336,271,49,19,0.53,0.59,829,554,180,71,44,2,0.71,0.4,0,0,0
304,135,198,61,34,0.26,0.74,336,550,157,57,0,8,0.71,1.0,2,0,0
629,111,356,71,58,0.65,0.87,320,566,28,30,36,17,0.41,0.8,0,0,1
362,370,217,78,52,0.58,0.32,973,122,159,39,87,25,0.53,0.6,0,0,1
173,244,188,69,71,0.05,0.43,832,96,40,49,61,17,0.41,0.9,2,0,1
702,165,337,30,8,0.05,0.31,311,80,93,47,23,18,0.94,0.6,0,0,1
770,276,212,42,88,0.11,0.77,641,308,257,55,43,6,0.9,0.8,0,0,0
695,188,452,60,93,0.2,0.89,115,166,258,49,21,12,0.49,0.6,0,0,1
175,265,459,44,15,0.94,0.63,678,172,198,40,20,18,0.52,0.6,3,0,1
80,140,277,76,18,0.73,0.98,145,424,280,31,34,24,0.85,0.8,0,0,1
459,325,376,73,56,0.45,0.77,637,175,280,72,73,9,0.94,0.4,0,0,1
494,99,332,32,115,0.64,0.56,456,126,25,74,76,20,0.87,0.4,0,0,1
251,62,191,54,33,0.9,0.43,114,115,253,54,82,16,0.68,0.4,0,0,1
603,124,152,70,55,0.54,0.95,579,534,122,50,76,2,0.77,0.4,10,1,0
590,177,433,59,60,0.91,0.6,487,162,215,43,42,2,0.95,0.8,10,0,1
244,123,334,61,59,0.95,0.92,430,181,216,44,84,16,0.36,0.4,5,1,1
545,110,323,31,56,0.72,0.86,578,358,29,36,68,0,0.97,0.9,5,0,0
136,164,248,38,106,0.93,0.88,767,187,236,31,47,22,0.6,0.4,0,1,1
629,339,416,30,52,0.23,0.8,858,289,220,34,55,8,0.78,0.6,0,0,1
700,372,282,51,71,0.98,0.74,941,173,67,55,58,12,0.63,1.0,2,0,1
314,353,435,62,33,0.14,0.97,117,232,258,62,26,18,0.98,0.6,10,0,0
569,268,427,58,73,0.27,0.31,246,71,95,75,34,23,0.67,0.8,10,0,0
759,54,42,51,109,0.34,0.73,423,599,129,79,101,16,0.8,0.6,0,0,0
411,96,498,46,105,0.6,0.54,862,276,128,71,91,13,0.33,0.9,0,0,1
398,49,260,43,75,0.31,0.75,881,548,152,75,59,4,0.37,0.4,3,0,0
419,36,303,78,86,0.19,0.35,113,46,221,40,102,11,0.92,0.8,2,1,1
552,241,140,59,113,0.54,0.43,656,419,270,40,71,14,0.97,0.9,10,0,0
240,267,47,56,34,0.62,0.54,473,155,183,59,59,5,0.8,0.4,2,0,0
294,206,80,52,65,0.82,0.47,836,236,240,48,53,10,0.63,0.9,1,0,0
